ts,old_daily_trend,new_daily_trend,new_source,new_n_closed_sessions,agree
2026-01-27T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-28T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-28T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-28T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-28T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-29T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-29T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-29T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-29T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-30T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-30T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-30T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-30T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-31T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-31T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-31T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-01-31T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-01T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-01T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-01T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-01T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-02T00:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-02T06:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-02T12:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-02T18:00:00+00:00,long,long,m30_resample_closed,153,True
2026-02-03T00:00:00+00:00,long,long,m30_resample_closed,154,True
2026-02-03T06:00:00+00:00,long,long,m30_resample_closed,154,True
2026-02-03T12:00:00+00:00,long,long,m30_resample_closed,154,True
2026-02-03T18:00:00+00:00,long,long,m30_resample_closed,154,True
2026-02-04T00:00:00+00:00,long,unknown,unknown_no_monotonic,155,False
2026-02-04T06:00:00+00:00,long,unknown,unknown_no_monotonic,155,False
2026-02-04T12:00:00+00:00,long,unknown,unknown_no_monotonic,155,False
2026-02-04T18:00:00+00:00,long,unknown,unknown_no_monotonic,155,False
2026-02-05T00:00:00+00:00,long,unknown,unknown_no_monotonic,156,False
2026-02-05T06:00:00+00:00,short,unknown,unknown_no_monotonic,156,False
2026-02-05T12:00:00+00:00,short,unknown,unknown_no_monotonic,156,False
2026-02-05T18:00:00+00:00,short,unknown,unknown_no_monotonic,156,False
2026-02-06T00:00:00+00:00,long,unknown,unknown_no_monotonic,157,False
2026-02-06T06:00:00+00:00,short,unknown,unknown_no_monotonic,157,False
2026-02-06T12:00:00+00:00,short,unknown,unknown_no_monotonic,157,False
2026-02-06T18:00:00+00:00,long,unknown,unknown_no_monotonic,157,False
2026-02-07T00:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-07T06:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-07T12:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-07T18:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-08T00:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-08T06:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-08T12:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-08T18:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-09T00:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-09T06:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-09T12:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-09T18:00:00+00:00,long,unknown,unknown_no_monotonic,158,False
2026-02-10T00:00:00+00:00,long,long,m30_resample_closed,159,True
2026-02-10T06:00:00+00:00,short,long,m30_resample_closed,159,False
2026-02-10T12:00:00+00:00,short,long,m30_resample_closed,159,False
2026-02-10T18:00:00+00:00,short,long,m30_resample_closed,159,False
2026-02-11T00:00:00+00:00,long,unknown,unknown_no_monotonic,160,False
2026-02-11T06:00:00+00:00,long,unknown,unknown_no_monotonic,160,False
2026-02-11T12:00:00+00:00,long,unknown,unknown_no_monotonic,160,False
2026-02-11T18:00:00+00:00,long,unknown,unknown_no_monotonic,160,False
2026-02-12T00:00:00+00:00,long,unknown,unknown_no_monotonic,161,False
2026-02-12T06:00:00+00:00,long,unknown,unknown_no_monotonic,161,False
2026-02-12T12:00:00+00:00,long,unknown,unknown_no_monotonic,161,False
2026-02-12T18:00:00+00:00,short,unknown,unknown_no_monotonic,161,False
2026-02-13T00:00:00+00:00,long,unknown,unknown_no_monotonic,162,False
2026-02-13T06:00:00+00:00,long,unknown,unknown_no_monotonic,162,False
2026-02-13T12:00:00+00:00,long,unknown,unknown_no_monotonic,162,False
2026-02-13T18:00:00+00:00,long,unknown,unknown_no_monotonic,162,False
2026-02-14T00:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-14T06:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-14T12:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-14T18:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-15T00:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-15T06:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-15T12:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-15T18:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-16T00:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-16T06:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-16T12:00:00+00:00,long,unknown,unknown_no_monotonic,163,False
2026-02-16T18:00:00+00:00,short,unknown,unknown_no_monotonic,163,False
2026-02-17T00:00:00+00:00,long,unknown,unknown_no_monotonic,164,False
2026-02-17T06:00:00+00:00,short,unknown,unknown_no_monotonic,164,False
2026-02-17T12:00:00+00:00,short,unknown,unknown_no_monotonic,164,False
2026-02-17T18:00:00+00:00,short,unknown,unknown_no_monotonic,164,False
2026-02-18T00:00:00+00:00,long,short,m30_resample_closed,165,False
2026-02-18T06:00:00+00:00,long,short,m30_resample_closed,165,False
2026-02-18T12:00:00+00:00,long,short,m30_resample_closed,165,False
2026-02-18T18:00:00+00:00,long,short,m30_resample_closed,165,False
2026-02-19T00:00:00+00:00,long,unknown,unknown_no_monotonic,166,False
2026-02-19T06:00:00+00:00,long,unknown,unknown_no_monotonic,166,False
2026-02-19T12:00:00+00:00,long,unknown,unknown_no_monotonic,166,False
2026-02-19T18:00:00+00:00,short,unknown,unknown_no_monotonic,166,False
2026-02-20T00:00:00+00:00,long,unknown,unknown_no_monotonic,167,False
2026-02-20T06:00:00+00:00,long,unknown,unknown_no_monotonic,167,False
2026-02-20T12:00:00+00:00,long,unknown,unknown_no_monotonic,167,False
2026-02-20T18:00:00+00:00,long,unknown,unknown_no_monotonic,167,False
2026-02-21T00:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-21T06:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-21T12:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-21T18:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-22T00:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-22T06:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-22T12:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-22T18:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-23T00:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-23T06:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-23T12:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-23T18:00:00+00:00,long,unknown,unknown_no_monotonic,168,False
2026-02-24T00:00:00+00:00,long,long,m30_resample_closed,169,True
2026-02-24T06:00:00+00:00,short,long,m30_resample_closed,169,False
2026-02-24T12:00:00+00:00,short,long,m30_resample_closed,169,False
2026-02-24T18:00:00+00:00,short,long,m30_resample_closed,169,False
2026-02-25T00:00:00+00:00,long,unknown,unknown_no_monotonic,170,False
2026-02-25T06:00:00+00:00,long,unknown,unknown_no_monotonic,170,False
2026-02-25T12:00:00+00:00,long,unknown,unknown_no_monotonic,170,False
2026-02-25T18:00:00+00:00,long,unknown,unknown_no_monotonic,170,False
2026-02-26T00:00:00+00:00,long,unknown,unknown_no_monotonic,171,False
2026-02-26T06:00:00+00:00,long,unknown,unknown_no_monotonic,171,False
2026-02-26T12:00:00+00:00,long,unknown,unknown_no_monotonic,171,False
2026-02-26T18:00:00+00:00,short,unknown,unknown_no_monotonic,171,False
2026-02-27T00:00:00+00:00,long,unknown,unknown_no_monotonic,172,False
2026-02-27T06:00:00+00:00,long,unknown,unknown_no_monotonic,172,False
2026-02-27T12:00:00+00:00,short,unknown,unknown_no_monotonic,172,False
2026-02-27T18:00:00+00:00,long,unknown,unknown_no_monotonic,172,False
2026-02-28T00:00:00+00:00,long,unknown,unknown_no_monotonic,173,False
2026-02-28T06:00:00+00:00,long,unknown,unknown_no_monotonic,173,False
2026-02-28T12:00:00+00:00,long,unknown,unknown_no_monotonic,173,False
2026-02-28T18:00:00+00:00,long,unknown,unknown_no_monotonic,173,False
2026-03-01T00:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-01T06:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-01T12:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-01T18:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-02T00:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-02T06:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-02T12:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-02T18:00:00+00:00,long,unknown,unknown_no_monotonic,174,False
2026-03-03T00:00:00+00:00,long,unknown,unknown_no_monotonic,175,False
2026-03-03T06:00:00+00:00,long,unknown,unknown_no_monotonic,175,False
2026-03-03T12:00:00+00:00,long,unknown,unknown_no_monotonic,175,False
2026-03-03T18:00:00+00:00,long,unknown,unknown_no_monotonic,175,False
2026-03-04T00:00:00+00:00,long,long,m30_resample_closed,176,True
2026-03-04T06:00:00+00:00,long,long,m30_resample_closed,176,True
2026-03-04T12:00:00+00:00,long,long,m30_resample_closed,176,True
2026-03-04T18:00:00+00:00,short,long,m30_resample_closed,176,False
2026-03-05T00:00:00+00:00,long,unknown,unknown_no_monotonic,177,False
2026-03-05T06:00:00+00:00,long,unknown,unknown_no_monotonic,177,False
2026-03-05T12:00:00+00:00,long,unknown,unknown_no_monotonic,177,False
2026-03-05T18:00:00+00:00,long,unknown,unknown_no_monotonic,177,False
2026-03-06T00:00:00+00:00,long,short,m30_resample_closed,178,False
2026-03-06T06:00:00+00:00,long,short,m30_resample_closed,178,False
2026-03-06T12:00:00+00:00,long,short,m30_resample_closed,178,False
2026-03-06T18:00:00+00:00,long,short,m30_resample_closed,178,False
2026-03-07T00:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-07T06:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-07T12:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-07T18:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-08T00:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-08T06:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-08T12:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-08T18:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-09T00:00:00+00:00,long,unknown,unknown_no_monotonic,179,False
2026-03-09T06:00:00+00:00,short,unknown,unknown_no_monotonic,179,False
2026-03-09T12:00:00+00:00,short,unknown,unknown_no_monotonic,179,False
2026-03-09T18:00:00+00:00,short,unknown,unknown_no_monotonic,179,False
2026-03-10T00:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-10T06:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-10T12:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-10T18:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-11T00:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-11T06:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-11T12:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-11T18:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-12T00:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-12T06:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-12T12:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-12T18:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-13T00:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-13T06:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-13T12:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-13T18:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-14T00:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-14T06:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-14T12:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-14T18:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-15T00:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-15T06:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-15T12:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-15T18:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-16T00:00:00+00:00,long,unknown,unknown_no_monotonic,180,False
2026-03-16T06:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-16T12:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-16T18:00:00+00:00,short,unknown,unknown_no_monotonic,180,False
2026-03-17T00:00:00+00:00,long,short,m30_resample_closed,181,False
2026-03-17T06:00:00+00:00,long,short,m30_resample_closed,181,False
2026-03-17T12:00:00+00:00,short,short,m30_resample_closed,181,True
2026-03-17T18:00:00+00:00,short,short,m30_resample_closed,181,True
2026-03-18T00:00:00+00:00,short,short,m30_resample_closed,182,True
2026-03-18T06:00:00+00:00,short,short,m30_resample_closed,182,True
2026-03-18T12:00:00+00:00,short,short,m30_resample_closed,182,True
2026-03-18T18:00:00+00:00,short,short,m30_resample_closed,182,True
2026-03-19T00:00:00+00:00,long,short,m30_resample_closed,183,False
2026-03-19T06:00:00+00:00,short,short,m30_resample_closed,183,True
2026-03-19T12:00:00+00:00,short,short,m30_resample_closed,183,True
2026-03-19T18:00:00+00:00,short,short,m30_resample_closed,183,True
2026-03-20T00:00:00+00:00,long,short,m30_resample_closed,184,False
2026-03-20T06:00:00+00:00,long,short,m30_resample_closed,184,False
2026-03-20T12:00:00+00:00,long,short,m30_resample_closed,184,False
2026-03-20T18:00:00+00:00,long,short,m30_resample_closed,184,False
2026-03-21T00:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-21T06:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-21T12:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-21T18:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-22T00:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-22T06:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-22T12:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-22T18:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-23T00:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-23T06:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-23T12:00:00+00:00,long,unknown,unknown_no_monotonic,185,False
2026-03-23T18:00:00+00:00,short,unknown,unknown_no_monotonic,185,False
2026-03-24T00:00:00+00:00,long,unknown,unknown_no_monotonic,186,False
2026-03-24T06:00:00+00:00,short,unknown,unknown_no_monotonic,186,False
2026-03-24T12:00:00+00:00,long,unknown,unknown_no_monotonic,186,False
2026-03-24T18:00:00+00:00,long,unknown,unknown_no_monotonic,186,False
2026-03-25T00:00:00+00:00,long,short,m30_resample_closed,187,False
2026-03-25T06:00:00+00:00,long,short,m30_resample_closed,187,False
2026-03-25T12:00:00+00:00,long,short,m30_resample_closed,187,False
2026-03-25T18:00:00+00:00,long,short,m30_resample_closed,187,False
2026-03-26T00:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-26T06:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-26T12:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-26T18:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-27T00:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-27T06:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-27T12:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-27T18:00:00+00:00,long,unknown,unknown_no_monotonic,188,False
2026-03-28T00:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-28T06:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-28T12:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-28T18:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-29T00:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-29T06:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-29T12:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-29T18:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-30T00:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-30T06:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-30T12:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-30T18:00:00+00:00,long,long,m30_resample_closed,189,True
2026-03-31T00:00:00+00:00,long,long,m30_resample_closed,190,True
2026-03-31T06:00:00+00:00,long,long,m30_resample_closed,190,True
2026-03-31T12:00:00+00:00,long,long,m30_resample_closed,190,True
2026-03-31T18:00:00+00:00,long,long,m30_resample_closed,190,True
2026-04-01T00:00:00+00:00,long,long,m30_resample_closed,191,True
2026-04-01T06:00:00+00:00,long,long,m30_resample_closed,191,True
2026-04-01T12:00:00+00:00,long,long,m30_resample_closed,191,True
2026-04-01T18:00:00+00:00,long,long,m30_resample_closed,191,True
2026-04-02T00:00:00+00:00,short,long,m30_resample_closed,192,False
2026-04-02T06:00:00+00:00,short,long,m30_resample_closed,192,False
2026-04-02T12:00:00+00:00,short,long,m30_resample_closed,192,False
2026-04-02T18:00:00+00:00,short,long,m30_resample_closed,192,False
2026-04-03T00:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-03T06:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-03T12:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-03T18:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-04T00:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-04T06:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-04T12:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-04T18:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-05T00:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-05T06:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-05T12:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-05T18:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-06T00:00:00+00:00,long,unknown,unknown_no_monotonic,193,False
2026-04-06T06:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-06T12:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-06T18:00:00+00:00,short,unknown,unknown_no_monotonic,193,False
2026-04-07T00:00:00+00:00,long,unknown,unknown_no_monotonic,194,False
2026-04-07T06:00:00+00:00,short,unknown,unknown_no_monotonic,194,False
2026-04-07T12:00:00+00:00,short,unknown,unknown_no_monotonic,194,False
2026-04-07T18:00:00+00:00,long,unknown,unknown_no_monotonic,194,False
2026-04-08T00:00:00+00:00,long,long,m30_resample_closed,195,True
2026-04-08T06:00:00+00:00,long,long,m30_resample_closed,195,True
2026-04-08T12:00:00+00:00,long,long,m30_resample_closed,195,True
2026-04-08T18:00:00+00:00,long,long,m30_resample_closed,195,True
2026-04-09T00:00:00+00:00,long,long,m30_resample_closed,196,True
2026-04-09T06:00:00+00:00,short,long,m30_resample_closed,196,False
2026-04-09T12:00:00+00:00,long,long,m30_resample_closed,196,True
2026-04-09T18:00:00+00:00,long,long,m30_resample_closed,196,True
2026-04-10T00:00:00+00:00,long,unknown,unknown_no_monotonic,197,False
2026-04-10T06:00:00+00:00,long,unknown,unknown_no_monotonic,197,False
2026-04-10T12:00:00+00:00,long,unknown,unknown_no_monotonic,197,False
2026-04-10T18:00:00+00:00,long,unknown,unknown_no_monotonic,197,False
2026-04-11T00:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-11T06:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-11T12:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-11T18:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-12T00:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-12T06:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-12T12:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-12T18:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-13T00:00:00+00:00,long,unknown,unknown_no_monotonic,198,False
2026-04-13T06:00:00+00:00,short,unknown,unknown_no_monotonic,198,False
2026-04-13T12:00:00+00:00,short,unknown,unknown_no_monotonic,198,False
2026-04-13T18:00:00+00:00,short,unknown,unknown_no_monotonic,198,False
2026-04-14T00:00:00+00:00,long,unknown,unknown_no_monotonic,199,False
2026-04-14T06:00:00+00:00,long,unknown,unknown_no_monotonic,199,False
2026-04-14T12:00:00+00:00,long,unknown,unknown_no_monotonic,199,False
2026-04-14T18:00:00+00:00,long,unknown,unknown_no_monotonic,199,False
2026-04-15T00:00:00+00:00,long,unknown,unknown_no_monotonic,200,False
2026-04-15T06:00:00+00:00,short,unknown,unknown_no_monotonic,200,False
2026-04-15T12:00:00+00:00,short,unknown,unknown_no_monotonic,200,False
2026-04-15T18:00:00+00:00,short,unknown,unknown_no_monotonic,200,False
2026-04-16T00:00:00+00:00,long,unknown,unknown_no_monotonic,201,False
2026-04-16T06:00:00+00:00,short,unknown,unknown_no_monotonic,201,False
2026-04-16T12:00:00+00:00,short,unknown,unknown_no_monotonic,201,False
2026-04-16T18:00:00+00:00,short,unknown,unknown_no_monotonic,201,False
2026-04-17T00:00:00+00:00,long,short,m30_resample_closed,202,False
2026-04-17T06:00:00+00:00,long,short,m30_resample_closed,202,False
2026-04-17T12:00:00+00:00,long,short,m30_resample_closed,202,False
2026-04-17T18:00:00+00:00,long,short,m30_resample_closed,202,False
2026-04-18T00:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-18T06:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-18T12:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-18T18:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-19T00:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-19T06:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-19T12:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-19T18:00:00+00:00,long,unknown,unknown_no_monotonic,203,False
2026-04-20T00:00:00+00:00,long,unknown,unknown_no_monotonic,204,False
2026-04-20T06:00:00+00:00,short,unknown,unknown_no_monotonic,204,False
2026-04-20T12:00:00+00:00,short,unknown,unknown_no_monotonic,204,False
2026-04-20T18:00:00+00:00,short,unknown,unknown_no_monotonic,204,False
2026-04-21T00:00:00+00:00,long,unknown,unknown_no_monotonic,205,False
2026-04-21T06:00:00+00:00,long,unknown,unknown_no_monotonic,205,False
2026-04-21T12:00:00+00:00,short,unknown,unknown_no_monotonic,205,False
2026-04-21T18:00:00+00:00,short,unknown,unknown_no_monotonic,205,False
2026-04-22T00:00:00+00:00,long,short,m30_resample_closed,206,False
2026-04-22T06:00:00+00:00,long,short,m30_resample_closed,206,False
2026-04-22T12:00:00+00:00,long,short,m30_resample_closed,206,False
2026-04-22T18:00:00+00:00,long,short,m30_resample_closed,206,False
2026-04-23T00:00:00+00:00,long,short,m30_resample_closed,207,False
2026-04-23T06:00:00+00:00,short,short,m30_resample_closed,207,True
2026-04-23T12:00:00+00:00,short,short,m30_resample_closed,207,True
2026-04-23T18:00:00+00:00,short,short,m30_resample_closed,207,True
2026-04-24T00:00:00+00:00,long,short,m30_resample_closed,208,False
2026-04-24T06:00:00+00:00,short,short,m30_resample_closed,208,True
2026-04-24T12:00:00+00:00,short,short,m30_resample_closed,208,True
2026-04-24T18:00:00+00:00,short,short,m30_resample_closed,208,True
2026-04-25T00:00:00+00:00,long,unknown,unknown_no_monotonic,209,False
2026-04-25T06:00:00+00:00,long,unknown,unknown_no_monotonic,209,False
2026-04-25T12:00:00+00:00,long,unknown,unknown_no_monotonic,209,False
2026-04-25T18:00:00+00:00,long,unknown,unknown_no_monotonic,209,False
2026-04-26T00:00:00+00:00,long,unknown,unknown_no_monotonic,209,False
